,,,,,Data Analytics,-Indian Stock Market Top 2000,,,,,,,,
Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Proﬁt Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
Gujarat Gas Ltd,GUJGASLTD,Gas Distribution,34749.93351,499.7,27.19682991,32.64107009,15.57706914,12.86659712,16.58272208,21.9690409,-20.0025981885721,27.92651921,21.64993927,18.50668062
PB Fintech Ltd,POLICYBZR,Online Services,34445.17013,747.6,-229.252380258103,-9.22461083193404,-7.69185482487912,-15.6933811010957,-12.3291128763793,-9.28337911657493,-16.098752034726,,5.457037565,4.811370962
Embassy Oﬃce Parks REIT,EMBASSY,Real Estate,34318.49297,367.88,49.14225383,2.826706518,1.777656385,27.08578166,,76.43399307,-4.83238177189442,,39.20666798,39.132996
Persistent Systems Ltd,PERSISTENT,Software Services,34278.47285,4430.7,76.05944983,17.39596984,13.33824624,10.49151935,18.21458212,18.40904541,112.0291442,47.92043634,3.521159507,2.719920448
Indian Overseas Bank,IOB,Public Banks,34024.338,18.25,40.92070429,5.02401979,0.310982683,3.691394501,-22.4131241345466,4.873393697,0.888427452,-7.29287116082817,,
Jubilant Foodworks Ltd,JUBLFOOD,Restaurants & Cafes,33795.29161,2552.65,145.8831547,18.03545431,6.492121654,6.843823395,18.09976425,24.94187506,-27.09577091515,36.10294014,112.7946972,102.2684547
Gujarat Fluorochemicals Ltd,FLUOROCHEM,Specialty Chemicals,33684.404,3007.65,-153.999926850455,-6.08947544986199,-3.63473814613898,-7.67048443319143,,27.94836547,404.6162757,,45.43756018,11.27035456
Ashok Leyland Ltd,ASHOKLEY,Trucks & Buses,33597.10967,110.8,-203.335409270837,-1.83322155153139,-0.412049460399244,-0.824185142619983,14.43054086,13.31415904,-20.8279007879504,4.53802232,263.7062309,172.065321
Oberoi Realty Ltd,OBEROIRLTY,Real Estate,33193.24822,910.9,44.89821211,8.215074267,6.370041419,35.30833301,50.41873645,49.74878692,38.29107847,19.68584043,16.37076615,3.831408219
Tata Communications Ltd,TATACOMM,Telecom Services,32984.475,1147.8,26.37428736,,5.758406434,7.208869475,18.2557299,25.03168864,-18.4302700742086,8.990979541,7932.604609,6989.800181
Yes Bank Ltd,YESBANK,Private Banks,32446.16411,12.95,-9.29977302729642,-12.7255634127103,-1.31304177504888,-14.8620321110746,-2.88777999646386,-18.7504446145517,-29.4766784561307,-46.553743974354,,
Max Healthcare Institute Ltd,MAXHEALTH,Hospitals & Diagnostic Centres,32443.2662,337.75,-235.865257755725,-3.35822398658176,-2.19778990694346,-5.25118251820068,11.55002765,10.87649509,53.24193485,,19.53311768,17.96182795
Aarti Industries Ltd,AARTIIND,Specialty Chemicals,32320.85976,911.35,61.74348054,15.89034276,7.491960172,11.61511494,21.54789582,21.79439957,28.93984111,35.78994422,80.90260985,36.07395438
Bharat Forge Ltd,BHARATFORG,Iron & Steel,31748.48882,669.05,-251.194626284358,-2.36275009230223,-1.02880683559481,-1.94291915955949,18.04690763,10.6750641,-4.59971028820486,5.623390599,96.76581932,44.83074528
Laurus Labs Ltd,LAURUSLABS,Pharmaceuticals,31223.26416,592.35,31.744509,45.01026205,20.70474613,20.33379021,22.54177672,32.54671637,48.39722131,41.72410644,56.97273811,17.51182374
Petronet LNG Ltd,PETRONET,Oil & Gas - Storage & Transportation,30967.50182,194.85,10.53592329,25.63898356,15.487181,11.13306322,12.94039277,19.232481,-29.1509608700673,-0.272835919528791,28.67856931,28.32792689
Power Finance Corporation Ltd,PFC,Specialized Finance,30717.34718,115.35,2.614725203,15.88020786,1.598096698,16.38315779,25.37301133,27.77449822,-22.6979423181268,-4.28662469083039,806.553544,790.3330898
Oracle Financial Services Software Ltd,OFSS,Software Services,30646.44276,3545.3,17.39436888,26.26045676,21.92386637,34.43883884,44.96670422,50.8331851,-5.48614420045925,-1.80603023761208,1.018577058,0.618797244
Shriram Transport Finance Company Ltd,SRTRANSFIN,Consumer Finance,30556.55418,1086.4,12.22834454,12.53815894,2.047436153,14.33111193,22.53855365,19.58758689,-37.0274612308394,1.214807568,490.6040302,487.5309949
Deepak Nitrite Ltd,DEEPAKNTR,Commodity Chemicals,30400.64491,2269.8,39.18568323,39.59668858,22.87448826,17.70742273,19.53304033,29.02537392,33.75765043,80.44463323,25.1311444,22.78993459
Indian Railway Finance Corp Ltd,IRFC,Specialized Finance,29861.53621,22.65,6.761939488,13.33910459,1.351413196,28.00177035,25.88790766,28.02986013,-21.5267269825339,,899.6941809,595.5629641
Tube Investments of India Ltd,TIINDIA,Cycles,29722.05204,1574.8,103.8071111,13.27389935,4.726078273,4.622000672,10.5896754,11.46896066,21.01922794,,78.65217825,38.47911474
Ruchi Soya Industries Ltd,RUCHI,Packaged Foods & Meats,29712.79154,910.15,43.64650029,17.58420015,8.067587794,4.155290524,0.179886571,6.227381238,20.84828378,-19.6642571506164,82.70253636,64.3313489
Minda Industries Ltd,MINDAIND,Auto Parts,29474.60141,1008.1,142.6443469,8.77980174,3.575445482,3.217282989,12.03733751,12.0474893,59.8963597,47.53928378,45.37927913,24.5675024
Vodafone Idea Ltd,IDEA,Telecom Services,29453.77397,10.05,-0.665876322731167,,-20.5546055260737,-99.0745033742998,2.873580947,-5.86095600307305,-13.0218289578029,-29.1135446392683,,
MRF Ltd,MRF,Tires & Rubber,29245.98908,66876.35,22.90102977,9.965878031,6.077736162,7.799730412,18.21151324,19.29533327,-36.9924021261622,2.872981013,14.86736431,6.051673611
TVS Motor Company Ltd,TVSMOTOR,Two Wheelers,29061.07876,608.7,48.90296968,15.20322863,2.889158339,3.052490133,10.54237862,11.64955486,-11.8782229704335,6.774349653,288.9816372,153.3990903
Atul Ltd,ATUL,Diversiﬁed Chemicals,28814.5331,9841.9,43.94066899,18.63372746,14.44634391,17.06952651,20.96349158,26.74206731,30.08617184,34.4282686,3.284030955,2.54618047
Cummins India Ltd,CUMMINSIND,Industrial Machinery,28365.876,1054,44.66856054,14.02852627,10.45120751,13.37755794,18.89282151,20.41192506,1.476126653,3.215222025,0.853726966,0.325280509
NHPC Ltd,NHPC,Renewable Energy,28176.32263,27.9,8.651004798,9.29597078,4.509757075,29.48907039,59.84780918,58.27101877,-1.75448973964401,-1.76621617195385,65.05036793,59.14266361
Relaxo Footwears Ltd,RELAXO,Footwear,27987.99998,1099.7,95.99396344,20.49767823,14.51673936,12.24054544,16.91001325,21.82567005,13.31578165,35.59659857,7.328241362,7.328241362
Max Financial Services Ltd,MFSL,Insurance,27785.19021,778.55,65.31851571,13.24368879,0.492768622,1.359561903,3.027915109,1.91194585,-25.5644186432497,6.69594376,0.095976744,0.095976744
Schaeﬄer India Ltd,SCHAEFFLER,Auto Parts,27563.37069,1808.5,43.81258057,9.536169899,7.463965339,11.16868961,17.06318925,18.53258274,55.77921793,16.90172706,0,0
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines",27550.97529,206,-38.2593982679035,-15.3137998792096,-6.29565290373231,-37.9039177189538,15.20334223,-1.9522799408368,64.60300235,10.89153927,128.8423328,95.03153156
Indraprastha Gas Ltd,IGL,Gas Distribution,27436.53136,374.2,23.39902892,20.05661797,14.12570437,22.62980947,27.9224872,33.47158319,-42.8984390456806,12.70639698,1.784533099,1.261992002
Linde India Ltd,LINDEINDIA,Commodity Chemicals,27380.92622,3377.3,53.98341163,6.858486412,4.633427218,20.72198685,28.77741806,36.04704844,80.43300624,53.10057369,0.308820173,0.26361606
Dalmia Bharat Ltd,DALBHARAT,Cement,27360.51047,1425.15,22.22624734,10.58970278,5.767428786,11.50037369,25.56021282,27.77466368,-25.6187825089816,,30.45881703,17.302377
Trident Ltd,TRIDENT,Textiles,27314.65512,52.85,89.73571773,9.58750937,5.27167602,6.693877012,19.22612734,17.75563028,248.3840066,45.69673591,46.93839535,8.428276127
Union Bank of India Ltd,UNIONBANK,Public Banks,27304.81613,39.7,9.535802237,5.800632187,0.348463726,3.441150604,-5.69161662439597,3.88812523,-3.47463855954867,-23.6031136092536,,
Coforge Ltd,COFORGE,IT Services & Consulting,26864.68486,4433.9,58.96550672,18.73894624,13.23649041,9.703113686,17.79459381,16.91229714,33.35435322,60.40794787,0.056769798,0.020274928
Aditya Birla Fashion and Retail Ltd,ABFRL,Retail - Apparel,26630.24213,286.5,-39.5982842280115,-35.7235437228426,-6.74889999583532,-12.635655127839,10.11048936,12.31211201,22.87772141,14.11513357,134.4626753,95.93578852
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,Pharmaceuticals,26622.15824,1577.15,74.33035024,21.57791842,11.4673766,10.70383642,17.78213701,18.92716574,-5.95488723969839,2.74917672,0.001334152,0
Dixon Technologies (India) Ltd,DIXON,Home Electronics & Appliances,26576.87901,4508.4,166.3237938,24.99374335,7.035131631,2.477460367,4.489935599,4.549788752,-10.4475715320603,,21.17019978,10.84482782
IDFC First Bank Ltd,IDFCFIRSTB,Private Banks,26549.3617,41.85,54.94828259,2.9016396,0.309333855,2.651582295,4.03843122,4.727704774,-46.7532673619836,-7.36477108549392,,
Aditya Birla Capital Ltd,ABCAPITAL,Diversiﬁed Financials,26542.96472,107.8,23.56149335,7.736481382,0.948637783,5.764655855,10.91416206,8.495158424,-26.8603414386995,,348.3435145,301.2253553
IPCA Laboratories Ltd,IPCALAB,Pharmaceuticals,26225.40501,1003,23.00453945,27.28181025,20.13399587,20.88779687,19.88002502,29.36578609,-7.0266263244794,29.42653191,5.627223728,0.949709299
Supreme Industries Ltd,SUPREMEIND,Plastic Products,26077.98128,2044.35,26.66078606,36.02460224,24.76040522,15.03138005,17.3443483,22.04455905,-14.5413749855457,13.76570055,0.839956961,0.828913199
Hatsun Agro Product Ltd,HATSUN,FMCG - Foods,25701.615,1201.6,104.3254384,25.58268735,8.449573851,4.418617164,10.39300036,14.0703076,45.40662431,24.9170072,158.7395131,66.27052109
Tata Teleservices (Maharashtra) Ltd,TTML,Telecom Services,25687.75033,137.95,-12.8651670178045,,-123.895271454677,-186.998014535102,-103.2586121966,-24.9887615194426,855.3801212,77.40686017,,
Kansai Nerolac Paints Ltd,KANSAINER,Paints,25644.49488,472.15,48.40958749,13.46027777,10.17071183,9.143332534,16.19709009,15.55975166,-27.3070265998412,4.894839243,4.233122533,0.42037768
Bata India Ltd,BATAINDIA,Footwear,24952.33662,1956.35,-279.358896278549,-4.8915528708848,-2.52854950940704,-4.95514737291756,17.94874676,14.21470456,15.21753203,29.34877421,58.71599292,48.89795175
Coromandel International Ltd,COROMANDEL,Fertilizers & Agro Chemicals,24931.05246,854.75,18.75713987,28.07581939,13.95841199,9.319252497,12.19917875,14.47651554,-2.69908370968452,20.87139508,7.473901048,7.026573655
Zee Entertainment Enterprises Ltd,ZEEL,TV Channels & Broadcasters,24858.1467,256.8,31.06879978,8.098219121,6.340866133,10.20496665,29.36422517,20.12167902,2.872755957,-13.2734120961372,4.993321791,0.192926045
REC Limited,RECLTD,Specialized Finance,24834.59385,124.6,2.9641779,21.16776629,2.240479788,23.55065579,29.78436173,30.33121202,-29.0571872425499,-5.77392461004369,753.4135074,723.2460156
Crompton Greaves Consumer Electricals Ltd,CROMPTON,Home Electronics & Appliances,24701.5944,394.2,40.05772222,36.27609008,19.36374256,12.63818694,14.22431173,16.31866308,-16.9414133351913,14.99848255,24.78940474,15.46988501
CG Power and Industrial Solutions Ltd,CGPOWER,Heavy Electrical Equipments,24237.38132,170.8,18.71323449,,28.73857153,25.25701627,3.942377112,34.53826773,173.6383133,18.48263583,,
Tata Chemicals Ltd,TATACHEM,Diversiﬁed Chemicals,23934.35232,939.25,93.35863135,1.780099986,0.915433211,2.367340908,28.88823554,16.25825873,8.793209936,10.1781734,45.78172662,35.5823351
Oil India Ltd,OIL,Oil & Gas - Exploration & Production,23846.07022,233.2,6.759396746,14.37290666,6.277832117,18.32664149,38.74765607,35.70553237,78.80304487,1.019293059,78.21897152,60.88523405
Escorts Ltd,ESCORTS,Tractors,23751.97592,1847.15,27.25538283,21.39150584,14.65607927,12.14612254,12.54369405,17.92941964,21.42497949,28.5079718,1.206116349,0.982046557
Syngene International Ltd,SYNGENE,Labs & Life Sciences Services,23568.37129,583.95,58.20788168,16.20507484,8.951924034,17.72844695,34.79746376,33.77555935,-1.04604786764884,16.99526581,31.64740909,21.88984192
Solar Industries India Ltd,SOLARINDS,Commodity Chemicals,23408.41988,2674.45,84.70569885,17.98158571,10.15953428,10.89257208,21.14840464,21.12768767,90.96612873,29.53425669,47.8740637,26.38146276
Torrent Power Ltd,TORNTPOWER,Power Transmission & Distribution,23223.403,482.2,17.98966869,13.30185778,5.479631728,10.46796192,25.82547258,29.2490391,-2.85309679752542,17.46694928,76.47848463,65.58460364
GMR Infrastructure Ltd,GMRINFRA,Construction & Engineering,23027.13122,37.4,-8.23200163878531,-361.719846119032,-5.81886298701232,-40.7559743919248,18.76188058,7.088407305,47.60808026,20.21002194,2781.800343,2346.77238
APL Apollo Tubes Ltd,APLAPOLLO,Building Products - Pipes,22815.57038,963.85,63.34842953,21.93068719,10.80753431,4.219459704,7.237605323,8.372492441,37.55181388,53.82816982,28.39505499,10.00949284
Dr. Lal PathLabs Ltd,LALPATHLAB,Hospitals & Diagnostic Centres,22787.43943,2663.6,78.14086628,25.02982602,19.21782997,17.86230552,28.23075802,29.86708318,-10.2848678356993,23.06547004,0,0
Thermax Limited,THERMAX,Industrial Machinery,22647.97449,2066.35,109.6329485,6.579724778,3.318197078,4.216787542,9.55007071,8.377236941,36.7321344,17.69460565,9.762593844,0.681554658
3M India Ltd,3MINDIA,Stationery,22560.27406,19802.9,138.9264983,8.870837783,6.465998658,6.175534403,16.77212407,10.80899158,-44.3103590254565,12.34889907,1.210785571,0.545978967
Clean Science and Technology Ltd,CLEAN,Specialty Chemicals,22304.91941,2088.2,112.4409911,44.99359243,36.40551304,36.8669504,41.27503797,52.93549166,-16.098752034726,,0.06114848,0.06114848
Vedant Fashions Ltd,MANYAVAR,Textiles,21855.87787,912.2,164.4411848,12.32114136,8.267989611,21.26491952,38.02529028,48.52164731,-16.098752034726,,26.76904188,20.28935047
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches",21514.11691,715.05,25.46441099,7.767037596,3.117577318,0.327078248,0.813932117,0.436157239,33.52460013,5.004138015,9.098346193,0
National Aluminium Co Ltd,NATIONALUM,Metals - Aluminium,21442.67611,122.8,16.50185554,12.57563931,8.882747136,14.27548149,19.78242432,21.19553216,103.9729326,10.88636515,0.431781598,0
Emami Ltd,EMAMILTD,FMCG - Personal Products,21307.87317,480.9,46.8613881,25.36928291,17.4946183,15.40938051,29.37925111,32.16551444,-14.159165389257,-1.55615347479555,5.216942149,0
KPR Mill Ltd,KPRMILL,Textiles,21198.64075,627.6,41.14163869,24.4428421,16.80067821,14.43713768,20.57556063,24.33181376,164.0798194,37.34839293,27.97244455,7.619874307
Nippon Life India Asset Management Ltd,NAM-INDIA,Asset Management,21021.09588,336.8,30.89838149,23.89675987,21.69053062,47.93284203,47.32001655,64.13473868,-13.0387765145301,,0,0
CRISIL Ltd,CRISIL,Stock Exchanges & Ratings,20966.28603,3025.8,45.01038197,28.56429644,18.21285728,19.18334569,29.33861048,30.20138374,39.57742423,9.857506646,0,0
General Insurance Corporation of India,GICRE,Insurance,20947.536,117.55,10.51804899,7.935071688,1.527016877,4.098376849,6.935880296,6.346950551,-62.4596920301629,,0,0
Whirlpool of India Ltd,WHIRLPOOL,Home Electronics & Appliances,20883.10322,1636.95,59.35566387,12.97837061,7.447106872,4.636174362,10.58909603,8.264020662,-45.4598757320527,7.669209729,0,0
Federal Bank Ltd,FEDERALBNK,Private Banks,20614.95232,97.35,12.38633703,10.49312975,0.85577447,10.2282211,14.60442097,14.27905953,8.869155539,1.867000592,,
Grindwell Norton Ltd,GRINDWELL,Industrial Machinery,20349.2288,1819.9,85.08625523,18.55499738,13.84897346,14.16078016,19.18334746,22.20215645,97.29164487,39.78437507,0,0
Sundaram Finance Ltd,SUNDARMFIN,Consumer Finance,20308.54491,1862.75,17.43103041,13.2525043,2.551825328,21.91342815,24.55146045,26.7558692,-40.3340892184891,3.336923781,385.8110153,351.8250886
Sumitomo Chemical India Ltd,SUMICHEM,Commodity Chemicals,20300.25708,405.25,58.78850043,24.9947522,14.45949115,12.96461772,14.19658706,19.0281136,28.34965288,,2.117692857,0.995263738
Navin Fluorine International Ltd,NAVINFLUOR,Specialty Chemicals,20254.35453,4122.6,78.65157864,16.90823318,14.60679574,20.2144528,28.1691792,31.70008007,46.9239658,48.35280281,0.154231261,0
Mindspace Business Parks REIT,MINDSPACE,Real Estate,20221.32699,340.88,65.76041297,3.573815266,2.76454194,26.51547814,,73.04475295,-4.90355370487212,,21.81672418,19.45519189
ICICI Securities Ltd,ISEC,Investment Banking & Brokerage,20196.31844,645.4,18.91536961,70.43821022,16.91607789,41.28576234,46.84869252,57.41927251,41.31588211,,199.2146468,5.979331654
Pﬁzer Ltd,PFIZER,Pharmaceuticals,20074.1048,4506.95,40.34103977,17.19296609,12.97329006,21.45175822,31.03884242,34.20831411,-13.5375377620153,20.59429983,0.104469629,0
LIC Housing Finance Ltd,LICHSGFIN,Home Financing,20069.04856,357.85,7.322546103,14.10145492,1.21099002,13.78616534,18.71828656,17.19095664,-30.1700691196101,-9.49339255689813,1009.142823,876.9837033
Bayer Cropscience Ltd,BAYERCROP,Fertilizers & Agro Chemicals,20068.66647,4622.3,40.69897885,19.25119076,12.2130031,11.38746478,17.61677343,20.33624313,-25.232909044329,3.859287259,0,0
New India Assurance Company Ltd,NIACL,Insurance,20064.4,117.95,12.23088505,6.953359715,1.933123885,4.851585496,6.33814943,6.395248938,-44.6139035498775,,0,0
Vinati Organics Ltd,VINATIORGA,Specialty Chemicals,20028.62417,1962.75,74.36462397,19.0823361,16.95610978,27.479849,37.22706408,38.67972656,21.96751133,39.83126633,0.130879028,0
Indian Energy Exchange Ltd,IEX,Power Trading & Consultancy,19991.43329,220.95,97.00341252,43.67470199,24.99545184,57.85307245,80.74526543,81.13016871,62.61518703,,2.110471393,1.801007557
CPSE ETF,CPSEETF,Equity,19984.5465,33.23,,,,,,,25.97050833,3.49169229,,
Tanla Platforms Ltd,TANLA,Software Services,19899.61494,1464.75,55.87739012,44.6602794,25.42387401,15.06854532,11.28299491,19.31920115,49.46584613,95.60663126,0.487067518,0.39077371
Bank of India Ltd,BANKINDIA,Public Banks,19717.63497,47.45,9.467024667,4.368037409,0.297549268,4.318252405,-8.58768102357981,7.338937107,-44.9593217498684,-18.0782823368955,,
Aavas Financiers Ltd,AAVAS,Home Financing,19653.99225,2396.9,68.02336986,12.84498702,3.477669517,26.13521239,32.96495236,33.75515594,-9.74711587277367,,265.6497834,265.6497834
Indian Bank,INDIANB,Public Banks,19497.38103,155.7,6.191315444,10.11459558,0.671278429,6.898687231,6.577505278,7.7845206,14.13964194,-10.1271608978575,,
Mahindra and Mahindra Financial Services Ltd,M&MFIN,Consumer Finance,19478.2767,157.3,25.19144437,5.535936044,0.923822821,6.216224038,17.62658396,8.720046822,-42.9699747218482,-4.0131403494603,410.0712922,383.7725001
J K Cement Ltd,JKCEMENT,Cement,19432.96513,2452.15,27.38155743,21.12719452,7.708361505,10.56265395,20.27245767,24.58130242,-26.7525932837468,22.58777833,97.70602153,85.3565866
Prestige Estates Projects Ltd,PRESTIGE,Real Estate,19369.63512,474.8,13.3014937,22.7064703,5.207577128,16.23121851,29.51288462,40.73297962,50.14774656,19.09768689,53.05414704,31.38013457
Devyani International Ltd,DEVYANI,Restaurants & Cafes,19252.38205,161.8,-348.711864662198,,-3.10867117117118,-4.33318682698649,15.07514383,25.11458889,-16.098752034726,,644.8434238,500.1530967
Fortis Healthcare Ltd,FORTIS,Hospitals & Diagnostic Centres,19209.91008,258.35,-175.017402294642,-1.57662639872446,-1.00227603226168,-2.57504486856152,9.235622584,11.72494692,18.17879474,7.548562828,22.78346664,17.85269307
Poonawalla Fincorp Ltd,POONAWALLA,Consumer Finance,19092.49153,256.15,-34.1571696247317,-22.6194282014447,-3.92915901193207,-23.7052367300548,2.959600907,-29.3694549525861,103.3016762,19.57120763,477.3677255,477.3677255
Aptus Value Housing Finance India Ltd,APTUS,Home Financing,18992.20959,369.45,71.14785941,14.47433346,6.458059147,40.73864937,48.93839236,53.53376574,-16.098752034726,,127.0590315,125.2908636
Sun Tv Network Ltd,SUNTV,TV Channels & Broadcasters,18496.36164,465.85,12.12852314,23.85183065,21.10330035,43.77578056,68.84433838,68.08219925,-18.7322560581349,-9.26305358209322,0,0
